,speaker,time,text,debate
995,Moderator,00:21:51,"I have a follow-up for you Vice President Biden. It relates to something that President Trump said. He’s accusing you of wanting socialized medicine. What do you say to people who have concerns that your healthcare plan, which includes a government insurance option, takes-",2
996,Moderator,00:22:03,"Concerns that your healthcare plan, which includes a government insurance option, takes the country one step closer to a healthcare system run entirely by the government. What’s your response to that?",2
997,Joe Biden,00:22:09,"I say it’s ridiculous. It’s like saying that the fact that there’s a public option that people can choose, that makes it a socialist plan. Look, the difference between the president and I… I think healthcare is not a privilege, it’s a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. It’s gotten endorsed by all the major labor unions, as well as a whole range of other people who, in fact, are concerned in the medical field. This is something that’s going to save people’s lives. And this is going to give some people an opportunity to have healthcare for their children. How many of you at home are worried and rolling around in bed tonight, wondering what in God’s name you’re going to do if you get sick, because you’ve lost your health insurance and your company’s gone under? We have to provide health insurance for people at an affordable rate, and that’s what I do.",2
998,Moderator,00:23:00,President Trump-,2
999,Donald Trump,00:23:00,Excuse me. He was there-,2
1000,Moderator,00:23:01,… your response.,2
1001,Donald Trump,00:23:02,"… for 47 years. He didn’t do it. He was now there as vice president for eight years. And it’s not like it was 25 years ago. It was three and three quarters… It was just a little while ago, right? Less than four years ago. He didn’t do anything. He didn’t do it. He wants socialized medicine. And it’s not that he wants it. His vice president, she is more liberal than Bernie Sanders and wants it even more. Bernie Sanders wants it. The Democrats want it. You’re going to have socialized medicine, just like you want it with fracking. “We’re not going to have fracking. We’re going to stop fracking. We’re going to stop fracking.” Then he goes to Pennsylvania after he gets a nomination, where he got very lucky to get it. And he goes to Pennsylvania, and he says, “Oh, we’re going to have fracking.” And you never ask that question. And by the way, so far, I respect very much the way you’re handling this, I have to say.",2
1002,Joe Biden,00:23:50,By the way-,2
1003,Donald Trump,00:23:50,But somebody should ask the question.,2
1004,Joe Biden,00:23:52,You can ask it.,2
1005,Donald Trump,00:23:52,"He goes for a year, there will be no fracking.",2
1006,Moderator,00:23:55,We do have a number-,2
1007,Donald Trump,00:23:56,There will be no petroleum-,2
1008,Moderator,00:23:56,We have a number of topics we’re going to get to.,2
1009,Donald Trump,00:24:00,"No, no. But that’s a big question.",2
1010,Moderator,00:24:01,We’re going to get to a number of topics-,2
1011,Donald Trump,00:24:01,It’s the same thing with socialized medicine.,2
1012,Joe Biden,00:24:03,I have to respond to healthcare.,2
1013,Moderator,00:24:04,"Vice President, your response please.",2
1014,Joe Biden,00:24:04,"My response is, people deserve to have affordable healthcare, period. Period, period, period. And the Biden care proposal will in fact provide for that affordable healthcare, lower premiums. What we’re going to do is going to cost some money. It’s going to cost over $750 billion over 10 years to do it. And they’re going to have lower premiums. You can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly. He keeps talking about it. He hasn’t done a thing for anybody on healthcare. Not a thing.",2
1015,Donald Trump,00:24:37,"Kristen, when he says-",2
1016,Moderator,00:24:38,"Very quickly, then I want to talk about what’s happening on Capitol Hill.",2
1017,Donald Trump,00:24:39,"When he says public option, he’s talking about socialized medicine and healthcare. When he talks about a public option, he’s talking about destroying your Medicare, totally destroying-",2
1018,Joe Biden,00:24:49,Wrong.,2
1019,Donald Trump,00:24:49,… and destroying your Social Security. And this whole country will come down. Bernie Sanders tried it in his state.,2
1020,Joe Biden,00:24:56,Bernie.,2
1021,Donald Trump,00:24:56,He tried it in his state. His governor was a very liberal governor. They wanted to make it work.,2
1022,Moderator,00:25:00,Okay. Let’s hear-,2
1023,Donald Trump,00:25:01,It was impossible to work.,2
1024,Moderator,00:25:02,Let’s let Vice President Biden respond-,2
1025,Donald Trump,00:25:04,It doesn’t work.,2
1026,Joe Biden,00:25:05,"He’s a very confused guy. He thinks he’s running against somebody else. He’s running against Joe Biden. I beat all those other people because I disagreed with them. Joe Biden, he’s running against. And the idea that we’re in a situation that is going to destroy Medicare… This is the guy that the actuary of Medicare said, “If in fact…” That’s Social Security. “If in fact he continues his plan to withhold the tax on Social Security, Social Security will be bankrupt by 2023 with no way to make up for it.” This is the guy who’s tried to cut Medicare. The idea that Donald Trump is lecturing me on Social Security and Medicare? Come on.",2
1027,Donald Trump,00:25:48,He tried to get rid of-,2
1028,Moderator,00:25:49,"10 seconds, Mr. President, and then I have to go to another question.",2
1029,Donald Trump,00:25:49,He tried to hurt Social Security years ago. Years ago. Go back and look at the records. He tried to hurt Social Security years ago. One thing. But this is the guy-,2
1030,Moderator,00:25:57,All right. Let’s move on. I’m going to move on.,2
1031,Donald Trump,00:25:59,… that when they announced last week-,2
1032,Moderator,00:26:00,"Mr. President, I have to move on to the next question or else we’re not going to have time to talk about it.",2
1033,Donald Trump,00:26:02,"They say the stock market will boom if I’m elected. If he’s elected, the stock market will crash.",2
1034,Moderator,00:26:09,Okay. Let’s move on to the next question.,2
1035,Donald Trump,00:26:09,The biggest analysts are saying that.,2
1036,Joe Biden,00:26:10,May I respond?,2
1037,Moderator,00:26:10,Very quickly.,2
1038,Joe Biden,00:26:12,"Look, the idea that the stock market is booming is his only measure of what’s happening. Where I come from in Scranton and Claymont, the people don’t live off of the stock market. Just in the last three years, during this crisis, the billionaires in this country made, according to Wall Street, 700 billion more dollars. 700 billion more dollars. Because that’s his only measure. What happens to the ordinary people out there? What happens to them?",2
1039,Moderator,00:26:41,Let’s talk about what’s happening on Capitol Hill.,2
1040,Donald Trump,00:26:44,"401(k)s. Kristen, 401(k)s are through the roof.",2
1041,Moderator,00:26:45,We’re going to move on.,2
1042,Donald Trump,00:26:46,People’s stock are through the roof.,2
1043,Moderator,00:26:47,All right.,2
1044,Donald Trump,00:26:48,And he doesn’t come from Scranton. He lived there for a short period of time before he even knew it.,2
1045,Moderator,00:26:54,Okay. We’re going to move on to the next question.,2
1046,Donald Trump,00:26:55,And he left. And the people of Pennsylvania will show you that.,2
1047,Moderator,00:26:57,"Let me move on to my next question, gentlemen.",2
1048,Donald Trump,00:26:57,They understand.,2
1049,Moderator,00:26:58,"As of tonight, more than 12 million people are out of work. And as of tonight, 8 million more Americans have fallen into poverty, and more families are going hungry every day. Those hit hardest are women and people of color. They see Washington fighting over a relief bill. Mr. President, why haven’t you been able to get them the help they need? 30 seconds here.",2
1050,Donald Trump,00:27:18,Because Nancy Pelosi doesn’t want to approve it. I do.,2
1051,Moderator,00:27:20,But you’re the president.,2
1052,Donald Trump,00:27:22,"I do. But I still have to get, unfortunately… That’s one of the reasons I think we’re going to take over the House, because of her. Nancy Pelosi doesn’t want to approve anything because she’d love to have some victories on a date called November 3rd. Nancy Pelosi does not want to approve it. We are ready, willing, and able to do something. Don’t forget, we’ve already approved three plans. And it’s gone through, including the Democrats, in all fairness. This one, she doesn’t want. It’s near the election. Because she thinks it helps her politically. I think it hurts her politically.",2
1053,Moderator,00:27:50,"All right, Mr. Vice President-",2
1054,Joe Biden,00:27:51,"By the way, as you know, the Republican leader in the United States Senate said he can’t pass it. He will be able to pass it. He does not have Republican votes. Why isn’t he talking to his Republican friends?",2
1055,Moderator,00:28:02,"Let me follow up with you, Vice President Biden because-",2
1056,Donald Trump,00:28:04,"If we made a deal, the Republicans will pass it.",2
1057,Moderator,00:28:05,Let me ask Vice President Biden a question. You are the leader of the Democratic party. Why have you not pushed the Democrats to get a deal for the American people?,2
1058,Joe Biden,00:28:13,"I have, and they have pushed it. Look, they passed this act all the way back in the beginning of the summer. It’s not new. It’s been out there. This HEROES Act has been sitting there. And look at what’s happening. When I was in charge of the recovery act with $800 billion, I was able to get $145 billion to local communities that have to balance their budgets and states that have to balance their budgets. And then they have to fire firefighters, teachers, first responders, law enforcement officers, so they could keep their cities and counties running. He will not support that. They have not done a thing for them. And Mitch McConnell said, “Let them go bankrupt. Let them go bankrupt.” Come on. What’s the matter with these guys?",2
1059,Donald Trump,00:28:56,"The bill that was passed in the House was a bailout of badly run, high crime, Democrat, all run by Democrat cities and states. It was a way of getting a lot of money, billions and billions of dollars, to these guys. It was also a way of getting a lot of money from our people’s pockets to people that come into our country illegally. We were going to take care of everything for them. And I’d love to do that. I’d love to help them. But what that does, everybody all over the world will start pouring into our country. We can’t do it. This was a way of taking care of them. This was a way of spending on things that had nothing to do with COVID, as per your question. But it was really a big bailout for badly run Democrat cities and states.",2
1060,Moderator,00:29:39,All right. I want to-,2
1061,Joe Biden,00:29:40,"By the way, if I get elected, I’m not going to… I’m running as a proud Democrat, but I’m going to be an American president. I don’t see red states and blue states. What I see is American United States. And folks, every single state out there finds themself in trouble. They’re going to start laying off, whether they’re red or blue, cops, firefighters, first responders, teachers, because they have to balance their budget. And the founders were smart. They allowed the federal government to deficit spend to compensate for the United States of America.",2
1062,Moderator,00:30:10,"I want to talk about the minimum wage, gentlemen. Mr. Vice President, we are talking a lot about struggling small businesses and business owners these days. Do you think this is the right time to ask them to raise the minimum wage? You of course support a $15 federal minimum wage.",2
1063,Joe Biden,00:30:24,"I do, because I think one of the things we’re going to have to do is we’re going to have to bail them out too. We should be bailing them out now, those small businesses. You got one in six of them going under. They’re not going to be able to make it back. They passed a package that allows us to be able… They call it PPP. Money is supposed to go to help them do everything from organize how they can deal with their businesses being open safely, schools, how they can make classrooms smaller, how they can hire more teachers, how they can put ventilation systems in. They need the help. The businesses, as well as the schools, need the help. These guys will not help them. It’s not giving them any of the money.",2
1064,Moderator,00:31:05,"We are going to move on to immigration, but I want to get-",2
1065,Donald Trump,00:31:06,Excuse me. One thing very quickly. He said we have to help our small businesses by raising the minimum wage. That’s not helping. I think it should be a state option. Alabama is different than New York. New York is different from Vermont. Every state is different. It should be a state option.,2
1066,Moderator,00:31:21,You said very recently-,2
1067,Donald Trump,00:31:22,It’s very important. We have to help our small businesses.,2
1068,Moderator,00:31:25,You said-,2
1069,Donald Trump,00:31:25,"How are you helping your small businesses when you’re forcing wages? What’s going to happen, and what’s been proven to happen, is when you do that, these small businesses fire many of their employees.",2
1070,Moderator,00:31:35,You said very recently-,2
1071,Joe Biden,00:31:35,"Not true, by the way.",2
1072,Moderator,00:31:36,… you would consider raising the federal minimum wage to $15 an hour.,2
1073,Donald Trump,00:31:39,Say it. Say it.,2
1074,Moderator,00:31:39,You said recently you would consider raising the federal minimum wage to $15 an hour.,2
1075,Donald Trump,00:31:44,"What I really like, and I would consider it to an extent-",2
1076,Moderator,00:31:46,In a second administration?,2
1077,Donald Trump,00:31:47,"But what I really like… In a second administration. But not to a level that’s going to put all these businesses out of business. It should be a state option. Look, I’ve lived-",2
1078,Joe Biden,00:31:55,Every-,2
1079,Donald Trump,00:31:56,"… in different places. I know different places. They’re all different. Some places, $ 15 is not so bad. In other places, other states, $15 would be ruinings.",2
1080,Moderator,00:32:05,"Okay, President Trump, thank you. Quick response Vice President Biden.",2
1081,Joe Biden,00:32:09,"No one should work one job, be below poverty. People are making six, seven, eight bucks an hour. These first responders we all clap for as they come down the street because they’ve allowed us to make it. What’s happening? They deserve a minimum wage of $15. Anything below that puts you below the poverty level. And there is no evidence that when you raise the minimum wage, businesses go out of business. That is simply not true.",2
1082,Moderator,00:32:34,We’re going to talk about immigration.,2
1083,Joe Biden,00:32:35,It’s an [crosstalk 00:32:35]-,2
1084,Moderator,00:32:37,"We’re going to talk about immigration now, gentlemen. And we’re going to talk about families within this context. Mr. President, your administration separated children from their parents at the border, at least 4,000 kids. You’ve since reversed your zero tolerance policy, but the United States can’t locate the parents of more than 500 children. So how will these families ever be reunited?",2
1085,Donald Trump,00:32:57,"Children are brought here by coyotes and lots of bad people, cartels…",2
1086,Donald Trump,00:33:02,"[inaudible 00:33:00] and lots of bad people, cartels, and they’re brought here and they used to use them to get into our country. We now have as strong a border as we’ve ever had. We’re over 400 miles of brand new wall. You see the numbers. And we let people in, but they have to come in legally and they come in through [crosstalk 00:00:17]-",2
1087,Moderator,00:33:17,"But how will you reunite these kids with their families, Mr. President?",2
1088,Donald Trump,00:33:20,"But let me just tell you. Let me just tell you. They built cages. They used to say I built the cages, and then they had a picture in a certain newspaper, and it was the picture of these horrible cages and they said, “Look at these cages. President Trump built them.” And then it was determined they were built in 2014. That was him. They built cages.",2
1089,Moderator,00:33:39,Do you have a plan to reunite the kids with their families?,2
1090,Donald Trump,00:33:39,Yes. We’re working on it very… We’re trying very hard. But a lot of these kids come out without the parents. They come over through cartels and through coyotes and through gangs.,2
1091,Moderator,00:33:48,"Vice President Biden, let me bring you into this conversation. Quick response, and then another question to you.",2
1092,Joe Biden,00:33:52,These 500-plus kids came with parents. They separated them at the border to make it a disincentive to come to begin with. “Be real tough. We’re really strong.” And guess what? They cannot… Coyotes didn’t bring them over. Their parents were with them. They got separated from their parents. And it makes us a laughingstock and violates every notion of who we are as a nation.,2
1093,Moderator,00:34:18,Let me ask you a followup question.,2
1094,Donald Trump,00:34:19,"Kristen, they did it. We changed the policy. They did it. We changed.",2
1095,Moderator,00:34:22,Your response to that?,2
1096,Joe Biden,00:34:22,We did not separate the [crosstalk 00:34:25]-,2
1097,Donald Trump,00:34:26,"They built the cages. Who built the cages, Joe?",2
1098,Joe Biden,00:34:27,Let’s talk about what we’re talking about.,2
1099,Donald Trump,00:34:28,"Who built the cages, Joe?",2
1100,Joe Biden,00:34:29,"Let’s talk about what we’re talking about. What happened? Parents were ripped… Their kids were ripped from their arms and separated, and now they cannot find over 500 of the sets of those parents, and those kids are alone. Nowhere to go. Nowhere to go. It’s criminal. It’s criminal.",2
1101,Moderator,00:34:49,Let me ask you about [crosstalk 00:34:50] in 10 seconds and then I need to ask [crosstalk 00:34:53].,2
1102,Donald Trump,00:34:50,"Kristen, I will say this. They went down. We brought reporters, everything. They are so well taken care of. They’re in facilities that were so clean.",2
1103,Moderator,00:34:58,But some of them haven’t been reunited with their families.,2
1104,Donald Trump,00:35:00,"They have gotten such good… But just ask one question. Who built the cages? I’d love you to ask him that. Who built the cages, Joe?",2
1105,Moderator,00:35:05,"Let me ask about your immigration policy, Mr. Vice President. The Obama Administration did fail to deliver immigration reform, which had been a key promise during the administration. It also presided over record deportations, as well as, family detentions at the border before changing course. So why should voters trust you with an immigration overhaul now?",2
1106,Joe Biden,00:35:23,"Because we made a mistake made. It took too long to get it right. Took too long to get it right. I’ll be President of the United States, not Vice President of the United States. And the fact is I’ve made it very clear. Within a 100 days, I’m going to send to the United States Congress a pathway to citizenship for over 11 million undocumented people. And all of those so-called dreamers, those DACA kids, they’re going to be immediately certified again to be able to stay in this country and put on a path to citizenship. The idea that they are being sent home by this guy and they want to do that is they’ve gone to they’ve never seen before. I can imagine. You’re five years old. Your parents are taking across the Rio Grande River and it’s illegal. And you say, “Oh, no, Mom. Leave me here. I’m not going to go with you.” They been here. Many of them are model citizens. Over 20,000 of them are first responders out there taking care of people during this crisis. We owe them. We owe them.",2
1107,Moderator,00:36:24,"President Trump, your reaction.",2
1108,Donald Trump,00:36:24,"Kristen, he had eight years to do what he said he was going to do. And I’ve changed. Without having a specific, we got rid of catch and release. We got rid of a lot of horrible things that they put in and that they lived with. But he had eight years he was Vice President. He did nothing except build cages to keep children in.",2
1109,Moderator,00:36:47,"Vice President Biden, your response.",2
1110,Joe Biden,00:36:48,"The catch and release, you know what he’s talking about there? If in fact you had a family came across and they were arrested, they in fact were given a date to show up for their hearing. They were released. And guess what? They showed up for a hearing. And this is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country. That’s never happened before in America. That’s never happened before in America. You come to the United States and you make your case that, “I seek asylum based on the following premise, why I deserve it under American law.” They’re sitting in squalor on the other side of the river.",2
1111,Moderator,00:37:27,"President Trump, your response. 30 seconds. And then we’ll move on.",2
1112,Donald Trump,00:37:29,"So important. It just shows that he has no understanding of immigration, of the laws. Catch and release is a disaster. A murderer would come in. A rapist would come in. A very bad person would come in. We would take their name. We have to release them into our country. And then you say they come back. Less than 1% of the people come back. We have to send ICE out and Border Patrol out to find them. We would say, “Come back in two years, three years. We’re going to give you a court case. You did Perry Mason. We’re going to give you a court case.” When you say they come back, they don’t come back, Joe. They never come back. Only the really… I hate to say this, but those with the lowest IQ, they might come back, but there are very, very few.",2
1113,Moderator,00:38:15,"Okay, President Trump. Let’s give Vice President Biden a chance to respond, and then we’re going to move on to the next section.",2
1114,Donald Trump,00:38:20,"You don’t know the law, Joe.",2
1115,Moderator,00:38:21,"Vice President Biden, your response.",2
1116,Joe Biden,00:38:22,"Know the law, what he’s telling you is simply not true. Check it out.",2
1117,Donald Trump,00:38:25,"Well, check it out. They don’t come back.",2
1118,Joe Biden,00:38:26,Check it out.,2
1119,Moderator,00:38:27,All right. Let’s move on to the next section.,2
1120,Donald Trump,00:38:28,"But we don’t have to worry about it, because they terminated it. So we don’t have to worry about it anymore, Joe.",2
1121,Moderator,00:38:30,Let’s move on to the next section.,2
1122,Joe Biden,00:38:32,That’s right. And you 525 kids not knowing where in God’s name they’re going to be and lost their parents.,2
1123,Donald Trump,00:38:36,Go ahead.,2
1124,Moderator,00:38:37,"All right. Let’s talk about our next section, which is race in America. And I want to talk about the way Black and Brown Americans experience race in this country. Part of that experience is something called the talk. It happens regardless of class and income, parents who feel they have no choice, but to prepare their children for the chance that they could be targeted, including by the police, for no reason other than the color of their skin. Mr. Vice President, in the next two minutes, I want you to speak directly to these families. Do you understand why these parents fear for their children?",2
1125,Joe Biden,00:39:14,"I do. I do. My daughter is a social worker and she’s written a lot about this. She has her graduate degree from the University of Pennsylvania in social work. And one of the reasons why I ended up working on the East Side of Wilmington, Delaware, which is 90% African-American, was to learn more about what was going on. I never had to tell my daughter if she’s pulled over, make sure she puts… For a traffic stop. “Put both hands on top of the wheel and don’t reach for the glove box because someone may shoot you.” But a Black parent, no matter how wealthy or how poor they are, has to teach their child, “When you’re walking down the street, don’t have a hoodie on when you go across the street.",2
1126,Joe Biden,00:00:00,"Making sure that you, in fact, if you get pulled over just, yes, sir, no, sir. Hands on top of the wheel. Because you are in fact, the victim, whether you’re a person making 300,000 … child of a $300,000 a year person or someone who’s on food stamps. The fact of the matter is, there is institutional racism in America. And we have always said, we’ve never lived up to it, that we hold these truths to be self-evident, all men and women are created equal. Well, guess what, we have never, ever lived up to it. But we’ve always constantly been moving the needle further and further to inclusion, not exclusion. This is the first president to come along and says, that’s the end of that. We’re not going to do that anymore. We have to provide for economic opportunity, better education, better healthcare, better access to schooling, better access to opportunity to borrow money to start businesses, all the things we can do. And I’ve laid out a clear plan as to how to do those things just to give people a shot. It’s about accumulating the ability to have wealth as well as it is to be free from violence.",2
1127,Moderator,00:01:06,"President Trump, same question to you, and let me remind you of the question. I would like you to speak directly to these families, do you understand why these parents fear for their children?",2
1128,Donald Trump,00:01:15,"Yes, I do. And again, he’s been in government 47 years, he never did a thing, except in 1994, when he did such harm to the black community, and they were called … and he called them superpredators. And he said that, he said it, superpredators. And they never lived that down. 1994, your crime bill, the superpredators. Nobody has done more for the black community than Donald Trump. And if you look, with the exception of Abraham Lincoln, possible exception, but the exception of Abraham Lincoln, nobody has done what I’ve done. Criminal justice reform, Obama and Joe didn’t do it. I don’t even think they tried because they had no chance at doing it. They might’ve wanted to do it. But if you had to see the arms I had to twist to get that done, it was not a pretty picture. And everybody knows it, including some very liberal people that cried in my office. They cried in the Oval Office.",2
1129,Donald Trump,00:02:15,"Two weeks later, they’re out saying, “Gee, we have to defeat him.” Criminal justice reform, prison reform, Opportunity Zones with Tim Scott, a great Senator from South Carolina. He came in with this incredible idea for Opportunity Zones. It’s one of the most successful programs. People don’t talk about it. Tremendous investment is being made, biggest beneficiary, the black and Hispanic communities. And then Historically Black Colleges and Universities, after three years of coming to the office, I love some of those guys, they were great. They came into the office and I said, “What are you doing?” After three years, I said, “Why do you keep coming back?” Because we have no funding.” I said, “You don’t have to come back every year.” “We have to come back.”",2
1130,Donald Trump,00:02:57,"Because President Obama would never give them long-term funding and I did. 10 year long-term funding and I gave them more money than they asked for because I said, “I think you need more.” And I said, “The only bad part about this is I may never see you again.” Because I got very friendly with them and they like me and I like them. But I saved Historically Black Colleges and Universities.",2
1131,Moderator,00:03:19,"Okay, and we’re going to talk about both of your records, but your response to that Vice President.",2
1132,Joe Biden,00:03:23,"My response to that is I never ever said what he accused me of saying. The fact of the matter is in 2000 though, after the crime bill had been in the law for awhile, this is a guy who said, “The problem with the crime bill, there’s not enough people in jail. There’s not enough people in jail.” And go on my website, get the quote, the date when he said it, “not enough people.” He talked about marauding gangs, young gangs, and the people who are going to maraud our cities. This is a guy who in the Central Park Five, five innocent black kids, he continued to push for making sure that they got the death penalty. None of them were guilty of the crimes they were suggested. Look and granted, he did in fact, let 20 people … he commuted 20 people’s sentences.",2
1133,Joe Biden,00:04:12,"We commuted over 1,000 people’s sentences, over 1,000. The very law he’s talking about is a law that in fact, initiated by Barack Obama. And secondly, we’re in a situation here where the federal prison system was reduced by 38,000 people under our administration. And one of those things we should be doing, there should be no, no minimum mandatories in the law. That’s why I’m offering $20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts. No one should be going to jail because they have a drug problem. They should be going to rehabilitation, not to jail. We should fundamentally change the system and that’s what I’m going to do.",2
1134,Donald Trump,00:04:53,"But why didn’t he do it four years ago? Why didn’t you do that four years ago? Even less than that. Why didn’t you when you vice president? You keep talking about all these things you’re going to do, and you’re going to do this, but you were there just a short time ago and you guys did nothing.",2
1135,Joe Biden,00:05:09,We did-,2
1136,Donald Trump,00:05:09,"You know Joe, I ran because of you. I ran because of Barack Obama, because you did a poor job. If I thought you did a good job, I would’ve never run. I would’ve never run. I ran because of you. I’m looking at you now, you’re a politician, I ran because of you.",2
1137,Moderator,00:05:24,"All right, Vice President Biden, your response to that. And then I do have some questions for both of you.",2
1138,Joe Biden,00:05:28,"Well, I’ll tell you what I hope he does look at me because what’s happening here is, you know who I am. You know who he is, you know his character, you know my character, you know our reputations for honor and telling the truth. I am anxious to have this race. I’m anxious to see this take place. I am … The character of the country is on the ballot. Our character’s on the ballot, look at us closely.",2
1139,Moderator,00:05:52,Let me ask some follow up-,2
1140,Donald Trump,00:05:53,Excuse me-,2
1141,Moderator,00:05:53,Please respond and then we’re going to have follow up questions.,2
1142,Donald Trump,00:05:55,"If this stuff is true about Russia, Ukraine, China, other countries, Iraq. If this is true, then he’s a corrupt politician. So don’t give me the stuff about how you’re this innocent baby. Joe, that calling you a corrupt politician-",2
1143,Joe Biden,00:06:09,Nobody’s calling me-,2
1144,Donald Trump,00:06:10,They’re calling it the laptop from hell.,2
1145,Moderator,00:06:10,"President Trump, I want to stay on the issue of race. We’re talking about the issue-",2
1146,Donald Trump,00:06:13,"Excuse me, [crosstalk 00:06:13] the laptop from hell.",2
1147,Joe Biden,00:06:13,Nobody.,2
1148,Moderator,00:06:14,"President Trump, we’re talking about race right now. And I do want to stay on the issue of race. President Trump you-",2
1149,Joe Biden,00:06:20,I have to respond to that. Because look-,2
1150,Moderator,00:06:21,"Please, very quickly.",2
1151,Joe Biden,00:06:22,"There are 50 former national intelligence folks who said that what he’s accusing me of is a Russian plant. They have said that this has all the … five former heads of the CIA, both parties, say what he’s saying is a bunch of garbage. Nobody believes it except him and his good friend, Rudy Giuliani.",2
1152,Donald Trump,00:06:44,"You mean the laptop is now another Russia, Russia, Russia hoax? You got to be kidding me-",2
1153,Joe Biden,00:06:51,That’s exactly what was told.,2
1154,Donald Trump,00:06:51,"This is where he’s going. The laptop is Russia, Russia, Russia?",2
1155,Moderator,00:06:55,"Gentlemen, I want to stay on the issue of race.",2
1156,Donald Trump,00:06:56,"You have to be kidding, here we go again with the Russia. Boy, oh, boy.",2
1157,Moderator,00:06:59,We’re going to continue on the issue of race.,2
1158,Donald Trump,00:07:01,Can’t believe that one.,2
1159,Moderator,00:07:01,Mr. President you’ve described the Black Lives Matter movement as a symbol of hate. You’ve shared a video of a man chanting white power to millions of your supporters. You’ve said that black professional athletes exercising their First Amendment rights should be fired. What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?,2
1160,Donald Trump,00:07:24,"Well, you have to understand the first time I ever heard of Black Lives Matter, they were chanting, “Pigs in a blanket,” talking about police, pigs, pigs, talking about our police. “Pigs in a blanket, fry them like bacon.” I said, “That’s a horrible thing.” And they were marching down the street. And that was my first glimpse of Black Lives Matter, I thought it was a terrible thing. As far as my relationships with all people, I think I have great relationships with all people. I am the least racist person in this room.",2
1161,Moderator,00:07:55,What do you say to Americans who are concerned by that rhetoric [crosstalk 00:00:07:58]?,2
1162,Donald Trump,00:07:58,"I don’t know. I mean, I don’t know what to say. I got criminal justice reform done and prison reform and Opportunity Zones-",2
1163,Donald Trump,00:08:03,"… got criminal justice reform done, and prison reform, and Opportunity Zones, I took care of Black colleges and universities, I don’t know what to say, they can say anything, I mean, they can say anything. It’s a very… Makes me sad, because I am the least racist person, I can’t even see the audience because it’s so dark, but I don’t care who’s in the audience, I’m the least racist person in this room.",2
1164,Moderator,00:08:26,"Okay. Vice President Biden, let me ask you very quickly and then I have a follow-up question for you.",2
1165,Joe Biden,00:08:30,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one. Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board. He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.",2
1166,Moderator,00:09:04,"President Trump, I’m going to give you 10 seconds to respond and then I have a follow-up question.",2
1167,Donald Trump,00:09:07,"No, he made a reference to Abraham Lincoln, where did that come in? I mean-",2
1168,Joe Biden,00:09:10,You said you’re Abraham Lincoln.,2
1169,Donald Trump,00:09:12,… where did that….. No.,2
1170,Joe Biden,00:09:13,You said-,2
1171,Donald Trump,00:09:14,"I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.”",2
1172,Joe Biden,00:09:19,And I’m saying-,2
1173,Donald Trump,00:09:20,"I didn’t say, “I’m Abraham Lincoln,” I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.” Now, you have done nothing other than the Crime Bill, which put-",2
1174,Joe Biden,00:09:32,"Oh, God.",2
1175,Donald Trump,00:09:33,"Tens of thousands of Black men, mostly, in jail.",2
1176,Joe Biden,00:09:39,Not true.,2
1177,Moderator,00:09:39,"All right, let me ask Vice President Biden a question.",2
1178,Donald Trump,00:09:41,"And you know what? They remember it because if you look at what’s happening with the voting right now, they remember that you treated them very, very badly, just take a look at what’s happening out there.",2
1179,Moderator,00:09:49,"Let me ask Vice President Biden about… Vice President Biden, let me give you a chance to respond within this context, crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession, they are sons, they are brothers, they are fathers, they are uncles, whose families are still to this day, some of them suffering the consequences. So, speak to those families, why should they vote for you?",2
1180,Joe Biden,00:10:11,"One of the things is that in the ’80s we passed 100 percent, all 100 senators voted for a bill on drugs and how to deal with drugs, it was a mistake. I’ve been trying to change since then particularly the portion on cocaine. That’s why I’ve been arguing that in fact we should not send anyone to jail for a pure drug offense, they should be going into treatment across the board, that’s what we should be spending money. And that’s why I set up drug courts which were never funded by our Republican friends. They should not be going to jail for a drug or an alcohol problem, they should be going into treatment. That’s what we’ve been trying to do, that’s what I’m going to get done because I think the American people have now seen that in fact it was a mistake to pass those laws relating to drugs, but they were not in the Crime Bill.",2
1181,Moderator,00:11:04,[crosstalk 00:11:04].,2
1182,Donald Trump,00:11:04,"But, why didn’t he get it done? See, it’s all talk, no action with these politicians, why didn’t he get it? “That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done? You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.",2
1183,Moderator,00:11:25,Your response.,2
1184,Joe Biden,00:11:25,"We got a lot of it done. We released 38,000-",2
1185,Donald Trump,00:11:27,You didn’t get anything done.,2
